exchange,exchange_token,trading_symbol,groww_symbol,company_name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,20560,DOLLAR,NSE-DOLLAR,Dollar Industries,EQ,CASH,EQ,INE325C01035,,,,,1,0.05,,,1,1,DOLLAR-EQ,1
NSE,758675,EFCIL,NSE-EFCIL,EFC (I),EQ,CASH,EQ,INE886D01026,,,,,1,0.01,,,1,1,EFCIL-EQ,1
NSE,641,DNAMEDIA,NSE-DNAMEDIA,Diligent Media Co,EQ,CASH,EQ,INE016M01021,,,,,1,0.01,,,1,1,DNAMEDIA-EQ,0
NSE,11271,DREDGECORP,NSE-DREDGECORP,Dredging Corporation,EQ,CASH,EQ,INE506A01018,,,,,1,0.1,,,1,1,DREDGECORP-EQ,1
NSE,21314,DYNPRO,NSE-DYNPRO,Dynemic Products,EQ,CASH,EQ,INE256H01015,,,,,1,0.05,,,1,1,DYNPRO-EQ,0
NSE,14732,DLF,NSE-DLF,DLF,EQ,CASH,EQ,INE271C01023,,,,,1,0.05,,,1,1,DLF-EQ,1
NSE,13001,DHARMAJ,NSE-DHARMAJ,Dharmaj Crop Guard,EQ,CASH,EQ,INE00OQ01016,,,,,1,0.05,,,1,1,DHARMAJ-EQ,1
NSE,762648,DRAGARWQ,NSE-DRAGARWQ,Dr Agarwal's Hosp,EQ,CASH,EQ,INE934C01018,,,,,1,0.1,,,1,1,DRAGARWQ-EQ,0
NSE,21247,DIGIDRIVE,NSE-DIGIDRIVE,Digidrive Distribut,EQ,CASH,EQ,INE0PSC01024,,,,,1,0.01,,,1,1,DIGIDRIVE-EQ,0
NSE,18644,DIAMINESQ,NSE-DIAMINESQ,Diamines & Chemicals,EQ,CASH,EQ,INE591D01014,,,,,1,0.01,,,1,1,DIAMINESQ-EQ,0
NSE,24409,DHANUKA,NSE-DHANUKA,Dhanuka Agritech,EQ,CASH,EQ,INE435G01025,,,,,1,0.1,,,1,1,DHANUKA-EQ,1
NSE,762643,DISAQ,NSE-DISAQ,DISA India,EQ,CASH,EQ,INE131C01011,,,,,1,1.0,,,1,1,DISAQ-EQ,0
NSE,18139,DOLPHIN,NSE-DOLPHIN,Dolphin Enterprise,EQ,CASH,EQ,INE920A01037,,,,,1,0.05,,,1,1,DOLPHIN-EQ,0
NSE,8146,DEVIT,NSE-DEVIT,Dev It,EQ,CASH,EQ,INE060X01034,,,,,1,0.01,,,1,1,DEVIT-EQ,0
NSE,15179,ECLERX,NSE-ECLERX,eClerx Services,EQ,CASH,EQ,INE738I01010,,,,,1,0.1,,,1,1,ECLERX-EQ,1
NSE,10859,DREAMFOLKS,NSE-DREAMFOLKS,Dreamfolks Services,EQ,CASH,EQ,INE0JS101016,,,,,1,0.01,,,1,1,DREAMFOLKS-EQ,0
NSE,759079,DEVX,NSE-DEVX,Dev Accelerator ,EQ,CASH,EQ,INE0VOV01021,,,,,1,0.01,,,1,1,DEVX-EQ,0
NSE,2645,DRCSYSTEMS,NSE-DRCSYSTEMS,DRC Systems,EQ,CASH,EQ,INE03RS01027,,,,,1,0.01,,,1,1,DRCSYSTEMS-EQ,0
NSE,857,DHAMPURSUG,NSE-DHAMPURSUG,Dhampur Sugar Mills,EQ,CASH,EQ,INE041A01016,,,,,1,0.01,,,1,1,DHAMPURSUG-EQ,1
NSE,757862,EBGNG,NSE-EBGNG,GNG Electronics,EQ,CASH,EQ,INE18JU01028,,,,,1,0.05,,,1,1,EBGNG-EQ,1
NSE,19913,DMART,NSE-DMART,Avenue Supermarts,EQ,CASH,EQ,INE192R01011,,,,,1,0.1,,,1,1,DMART-EQ,1
NSE,5373,DEVYANI,NSE-DEVYANI,Devyani,EQ,CASH,EQ,INE872J01023,,,,,1,0.01,,,1,1,DEVYANI-EQ,1
NSE,11667,DWARKESH,NSE-DWARKESH,Dwarikesh Sugar,EQ,CASH,EQ,INE366A01041,,,,,1,0.01,,,1,1,DWARKESH-EQ,1
NSE,25672,DIFFNKG,NSE-DIFFNKG,Diffusion Engineers,EQ,CASH,EQ,INE184O01015,,,,,1,0.05,,,1,1,DIFFNKG-EQ,1
NSE,6227,DTIL,NSE-DTIL,Dhunseri Tea,EQ,CASH,EQ,INE341R01014,,,,,1,0.01,,,1,1,DTIL-EQ,0
NSE,21840,DIAMONDYD,NSE-DIAMONDYD,Prataap Snacks,EQ,CASH,EQ,INE393P01035,,,,,1,0.1,,,1,1,DIAMONDYD-EQ,1
NSE,15214,DVL,NSE-DVL,Dhunseri Ventures,EQ,CASH,EQ,INE477B01010,,,,,1,0.01,,,1,1,DVL-EQ,0
NSE,910,EICHERMOT,NSE-EICHERMOT,Eicher Motors,EQ,CASH,EQ,INE066A01021,,,,,1,0.5,,,1,1,EICHERMOT-EQ,1
NSE,4822,DODLA,NSE-DODLA,Dodla Dairy,EQ,CASH,EQ,INE021O01019,,,,,1,0.1,,,1,1,DODLA-EQ,1
NSE,757515,DIGITIDE,NSE-DIGITIDE,Digitide Solutions,EQ,CASH,EQ,INE0U4701011,,,,,1,0.01,,,1,1,DIGITIDE-EQ,1
NSE,10417,DYCL,NSE-DYCL,Dynamic Cables,EQ,CASH,EQ,INE600Y01019,,,,,1,0.05,,,1,1,DYCL-EQ,1
NSE,6127,DIGJAMLMTD,NSE-DIGJAMLMTD,DIGJAM,EQ,CASH,EQ,INE731U01028,,,,,1,0.01,,,1,1,DIGJAMLMTD-EQ,0
NSE,10940,DIVISLAB,NSE-DIVISLAB,Divi's Labs,EQ,CASH,EQ,INE361B01024,,,,,1,0.5,,,1,1,DIVISLAB-EQ,1
NSE,13839,DONEAR,NSE-DONEAR,Donear Industries,EQ,CASH,EQ,INE668D01028,,,,,1,0.01,,,1,1,DONEAR-EQ,0
NSE,936,DPABHUSHAN,NSE-DPABHUSHAN,DP Abhushan,EQ,CASH,EQ,INE266Y01019,,,,,1,0.05,,,1,1,DPABHUSHAN-EQ,1
NSE,20551,DOMS,NSE-DOMS,DOMS Industries,EQ,CASH,EQ,INE321T01012,,,,,1,0.1,,,1,1,DOMS-EQ,1
NSE,12124,DOLATALGO,NSE-DOLATALGO,Dolat Algotech,EQ,CASH,EQ,INE966A01022,,,,,1,0.01,,,1,1,DOLATALGO-EQ,1
NSE,17851,DLINKINDIA,NSE-DLINKINDIA,D-Link (India),EQ,CASH,EQ,INE250K01012,,,,,1,0.05,,,1,1,DLINKINDIA-EQ,1
NSE,21690,DIXON,NSE-DIXON,Dixon Technologies,EQ,CASH,EQ,INE935N01020,,,,,1,1.0,,,1,1,DIXON-EQ,1
NSE,8937,E2E,NSE-E2E,E2E Networks,EQ,CASH,EQ,INE255Z01027,,,,,1,0.1,,,1,1,E2E-EQ,0
NSE,27213,EIEL,NSE-EIEL,Enviro Infra Engine.,EQ,CASH,EQ,INE0LLY01014,,,,,1,0.01,,,1,1,EIEL-EQ,1
NSE,760891,DSFCL,NSE-DSFCL,DCM Shriram Fine Che,EQ,CASH,EQ,INE0OFM01015,,,,,1,0.01,,,1,1,DSFCL-EQ,0
NSE,4525,DYNAMATECH,NSE-DYNAMATECH,Dynamatic Tech,EQ,CASH,EQ,INE221B01012,,,,,1,1.0,,,1,1,DYNAMATECH-EQ,1
NSE,703,DICIND,NSE-DICIND,DIC India,EQ,CASH,EQ,INE303A01010,,,,,1,0.05,,,1,1,DICIND-EQ,0
NSE,14479,DIVGIITTS,NSE-DIVGIITTS,Divgi Torqtransfer,EQ,CASH,EQ,INE753U01022,,,,,1,0.05,,,1,1,DIVGIITTS-EQ,1
NSE,15119,EDELWEISS,NSE-EDELWEISS,Edelweiss Financial Services,EQ,CASH,EQ,INE532F01054,,,,,1,0.01,,,1,1,EDELWEISS-EQ,1
NSE,18593,EMSLIMITED,NSE-EMSLIMITED,EMS,EQ,CASH,EQ,INE0OV601013,,,,,1,0.05,,,1,1,EMSLIMITED-EQ,1
NSE,18822,ENDURANCE,NSE-ENDURANCE,Endurance Tech,EQ,CASH,EQ,INE913H01037,,,,,1,0.1,,,1,1,ENDURANCE-EQ,1
NSE,1008,FACT,NSE-FACT,Fert & Chem Travan,EQ,CASH,EQ,INE188A01015,,,,,1,0.05,,,1,1,FACT-EQ,1
NSE,5097,ETERNAL,NSE-ETERNAL,Eternal (Zomato),EQ,CASH,EQ,INE758T01015,,,,,1,0.05,,,1,1,ETERNAL-EQ,1
NSE,759251,EPACKPEB,NSE-EPACKPEB,EPack Prefab Techno.,EQ,CASH,EQ,INE0MLS01022,,,,,1,0.01,,,1,1,EPACKPEB-EQ,1
NSE,993,EVERESTIND,NSE-EVERESTIND,Everest Industries,EQ,CASH,EQ,INE295A01018,,,,,1,0.05,,,1,1,EVERESTIND-EQ,0
NSE,5382,EPIGRAL,NSE-EPIGRAL,Epigral Ltd,EQ,CASH,EQ,INE071N01016,,,,,1,0.1,,,1,1,EPIGRAL-EQ,1
NSE,11782,EVEREADY,NSE-EVEREADY,Eveready Industries,EQ,CASH,EQ,INE128A01029,,,,,1,0.05,,,1,1,EVEREADY-EQ,1
NSE,9750,ETHOSLTD,NSE-ETHOSLTD,Ethos,EQ,CASH,EQ,INE04TZ01018,,,,,1,0.1,,,1,1,ETHOSLTD-EQ,1
NSE,13421,EMKAY,NSE-EMKAY,EmkayGlobal Finl.Ser,EQ,CASH,EQ,INE296H01011,,,,,1,0.01,,,1,1,EMKAY-EQ,1
NSE,913,EQUITASBNK,NSE-EQUITASBNK,Equitas Small Fin,EQ,CASH,EQ,INE063P01018,,,,,1,0.01,,,1,1,EQUITASBNK-EQ,1
NSE,937,ELGIEQUIP,NSE-ELGIEQUIP,Elgi Equipments,EQ,CASH,EQ,INE285A01027,,,,,1,0.05,,,1,1,ELGIEQUIP-EQ,1
NSE,758563,ELLEN,NSE-ELLEN,Ellenbarrie Indl.Gas,EQ,CASH,EQ,INE236E01022,,,,,1,0.05,,,1,1,ELLEN-EQ,1
NSE,19878,ESAFSFB,NSE-ESAFSFB,ESAF Small Finance,EQ,CASH,EQ,INE818W01011,,,,,1,0.01,,,1,1,ESAFSFB-EQ,1
NSE,25162,EUREKAFORB,NSE-EUREKAFORB,Eureka Forbes,EQ,CASH,EQ,INE0KCE01017,,,,,1,0.05,,,1,1,EUREKAFORB-EQ,1
NSE,759728,EMMVEE,NSE-EMMVEE,Emmvee Photovoltaic,EQ,CASH,EQ,INE1C6T01020,,,,,1,0.05,,,1,1,EMMVEE-EQ,1
NSE,10074,EMAMIPAP,NSE-EMAMIPAP,Emami Paper Mills,EQ,CASH,EQ,INE830C01026,,,,,1,0.01,,,1,1,EMAMIPAP-EQ,0
NSE,22717,ENTERO,NSE-ENTERO,Entero Healthcare,EQ,CASH,EQ,INE010601016,,,,,1,0.1,,,1,1,ENTERO-EQ,1
NSE,1614,FAIRCHEMOR,NSE-FAIRCHEMOR,Fairchem Organics,EQ,CASH,EQ,INE0DNW01011,,,,,1,0.05,,,1,1,FAIRCHEMOR-EQ,1
NSE,22947,EXICOM,NSE-EXICOM,Exicom Tele-Systems,EQ,CASH,EQ,INE777F01014,,,,,1,0.01,,,1,1,EXICOM-EQ,1
NSE,958,ESCORTS,NSE-ESCORTS,Escorts,EQ,CASH,EQ,INE042A01014,,,,,1,0.1,,,1,1,ESCORTS-EQ,1
NSE,8953,ELDEHSG,NSE-ELDEHSG,EHIL,EQ,CASH,EQ,INE668G01021,,,,,1,0.05,,,1,1,ELDEHSG-EQ,0
NSE,757953,EUROBOND,NSE-EUROBOND,Euro Panel Products,EQ,CASH,EQ,INE505V01016,,,,,1,0.01,,,1,1,EUROBOND-EQ,0
NSE,5352,EXXARO,NSE-EXXARO,Exxaro Tiles,EQ,CASH,EQ,INE0GFE01026,,,,,1,0.01,,,1,1,EXXARO-EQ,0
NSE,676,EXIDEIND,NSE-EXIDEIND,Exide Industries,EQ,CASH,EQ,INE302A01020,,,,,1,0.05,,,1,1,EXIDEIND-EQ,1
NSE,4471,ELPROINTL,NSE-ELPROINTL,Elpro International,EQ,CASH,EQ,INE579B01039,,,,,1,0.01,,,1,1,ELPROINTL-EQ,1
NSE,9756,EMUDHRA,NSE-EMUDHRA,eMudhra,EQ,CASH,EQ,INE01QM01018,,,,,1,0.05,,,1,1,EMUDHRA-EQ,1
NSE,12000,FAZE3Q,NSE-FAZE3Q,Faze Three,EQ,CASH,EQ,INE963C01033,,,,,1,0.05,,,1,1,FAZE3Q-EQ,0
NSE,11530,EMIL,NSE-EMIL,Electronics Mart Ind,EQ,CASH,EQ,INE02YR01019,,,,,1,0.01,,,1,1,EMIL-EQ,1
NSE,18142,EMMBI,NSE-EMMBI,Emmbi Industries,EQ,CASH,EQ,INE753K01015,,,,,1,0.01,,,1,1,EMMBI-EQ,0
NSE,13517,EMAMILTD,NSE-EMAMILTD,Emami,EQ,CASH,EQ,INE548C01032,,,,,1,0.05,,,1,1,EMAMILTD-EQ,1
NSE,21154,ERIS,NSE-ERIS,Eris Lifesciences,EQ,CASH,EQ,INE406M01024,,,,,1,0.1,,,1,1,ERIS-EQ,1
NSE,25634,ESSARSHPNG,NSE-ESSARSHPNG,Essar Shipping,EQ,CASH,EQ,INE122M01019,,,,,1,0.01,,,1,1,ESSARSHPNG-EQ,0
NSE,999,EUROTEXIND,NSE-EUROTEXIND,Eurotex Industries,EQ,CASH,EQ,INE022C01012,,,,,1,0.01,,,1,1,EUROTEXIND-EQ,0
NSE,762663,ELITECON,NSE-ELITECON,Elitecon Intl,EQ,CASH,EQ,INE669R01026,,,,,1,0.01,,,1,1,ELITECON-EQ,0
NSE,22463,EPACK,NSE-EPACK,EPACK Durable,EQ,CASH,EQ,INE0G5901015,,,,,1,0.01,,,1,1,EPACK-EQ,1
NSE,955,ESABINDIA,NSE-ESABINDIA,Esab india,EQ,CASH,EQ,INE284A01012,,,,,1,0.5,,,1,1,ESABINDIA-EQ,1
NSE,981,EPL,NSE-EPL,EPL,EQ,CASH,EQ,INE255A01020,,,,,1,0.01,,,1,1,EPL-EQ,1
NSE,24398,EMCURE,NSE-EMCURE,Emcure Pharma,EQ,CASH,EQ,INE168P01015,,,,,1,0.1,,,1,1,EMCURE-EQ,1
NSE,15399,EIHAHOTELS,NSE-EIHAHOTELS,EIH Associated Hotel,EQ,CASH,EQ,INE276C01014,,,,,1,0.05,,,1,1,EIHAHOTELS-EQ,0
NSE,24265,ESTER,NSE-ESTER,Ester Industries,EQ,CASH,EQ,INE778B01029,,,,,1,0.01,,,1,1,ESTER-EQ,0
NSE,760007,EXCELSOFT,NSE-EXCELSOFT,Excelsoft Technologi,EQ,CASH,EQ,INE606N01019,,,,,1,0.01,,,1,1,EXCELSOFT-EQ,1
NSE,13192,ENIL,NSE-ENIL,Entertainment Network,EQ,CASH,EQ,INE265F01028,,,,,1,0.01,,,1,1,ENIL-EQ,0
NSE,14450,EMBDL,NSE-EMBDL,Embassy Developments,EQ,CASH,EQ,INE069I01010,,,,,1,0.01,,,1,1,EMBDL-EQ,1
NSE,756871,ENRIN,NSE-ENRIN,Siemens Energy India,EQ,CASH,EQ,INE1NPP01017,,,,,1,0.1,,,1,1,ENRIN-EQ,1
NSE,15049,ENERGYDEV,NSE-ENERGYDEV,Energy Development Co,EQ,CASH,EQ,INE306C01019,,,,,1,0.01,,,1,1,ENERGYDEV-EQ,0
NSE,4907,ENGINERSIN,NSE-ENGINERSIN,Engineers India,EQ,CASH,EQ,INE510A01028,,,,,1,0.01,,,1,1,ENGINERSIN-EQ,1
NSE,4469,ELECTHERM,NSE-ELECTHERM,Electrotherm India,EQ,CASH,EQ,INE822G01016,,,,,1,0.05,,,1,1,ELECTHERM-EQ,1
NSE,24924,ELGIRUBCO,NSE-ELGIRUBCO,ELGI Rubber Co,EQ,CASH,EQ,INE819L01012,,,,,1,0.01,,,1,1,ELGIRUBCO-EQ,0
NSE,17486,EXPLEOSOL,NSE-EXPLEOSOL,Expleo Solutions,EQ,CASH,EQ,INE201K01015,,,,,1,0.05,,,1,1,EXPLEOSOL-EQ,1
NSE,13643,ELECON,NSE-ELECON,Elecon Engg Co,EQ,CASH,EQ,INE205B01031,,,,,1,0.05,,,1,1,ELECON-EQ,1
NSE,919,EIHOTEL,NSE-EIHOTEL,EIH,EQ,CASH,EQ,INE230A01023,,,,,1,0.05,,,1,1,EIHOTEL-EQ,1
NSE,11471,EXCELINDUS,NSE-EXCELINDUS,Excel Industries,EQ,CASH,EQ,INE369A01029,,,,,1,0.05,,,1,1,EXCELINDUS-EQ,1
NSE,760125,FABTECH,NSE-FABTECH,Fabtech Technologies,EQ,CASH,EQ,INE0HF201011,,,,,1,0.01,,,1,1,FABTECH-EQ,1
NSE,13091,EKC,NSE-EKC,Everest Kanto,EQ,CASH,EQ,INE184H01027,,,,,1,0.01,,,1,1,EKC-EQ,1
NSE,762653,ELANTAS,NSE-ELANTAS,ELANTAS Beck India,EQ,CASH,EQ,INE280B01018,,,,,1,0.5,,,1,1,ELANTAS-EQ,0
NSE,928,ELECTCAST,NSE-ELECTCAST,Electrosteel Castings,EQ,CASH,EQ,INE086A01029,,,,,1,0.01,,,1,1,ELECTCAST-EQ,1
NSE,13423,ELIN,NSE-ELIN,Elin Electronics,EQ,CASH,EQ,INE050401020,,,,,1,0.01,,,1,1,ELIN-EQ,1
NSE,4040,EIMCOELECO,NSE-EIMCOELECO,Eimco Elecon India,EQ,CASH,EQ,INE158B01016,,,,,1,0.1,,,1,1,EIMCOELECO-EQ,1
NSE,762658,ELCIDIN,NSE-ELCIDIN,Elcid Investments,EQ,CASH,EQ,INE927X01018,,,,,1,5.0,,,1,1,ELCIDIN-EQ,0
NSE,6040,EIFFL,NSE-EIFFL,Euro India Fresh Foods,EQ,CASH,EQ,INE546V01010,,,,,1,0.01,,,1,1,EIFFL-EQ,0
NSE,759797,EUROPRATIK,NSE-EUROPRATIK,Euro Pratik Sales,EQ,CASH,EQ,INE198501012,,,,,1,0.05,,,1,1,EUROPRATIK-EQ,1
NSE,762685,FRONTSP,NSE-FRONTSP,Frontier Springs,EQ,CASH,EQ,INE572D01014,,,,,1,0.1,,,1,1,FRONTSP-EQ,1
NSE,1100,GARFIBRES,NSE-GARFIBRES,Garware Tech Fibre,EQ,CASH,EQ,INE276A01018,,,,,1,0.05,,,1,1,GARFIBRES-EQ,1
NSE,10905,GENESYS,NSE-GENESYS,Genesys Intl Corp,EQ,CASH,EQ,INE727B01026,,,,,1,0.05,,,1,1,GENESYS-EQ,1
NSE,4717,GAIL,NSE-GAIL,GAIL (India),EQ,CASH,EQ,INE129A01019,,,,,1,0.01,,,1,1,GAIL-EQ,1
NSE,8510,GATEWAY,NSE-GATEWAY,Gateway Distri,EQ,CASH,EQ,INE079J01017,,,,,1,0.01,,,1,1,GATEWAY-EQ,1
NSE,14116,GANDHITUBE,NSE-GANDHITUBE,Gandhi Special Tubes,EQ,CASH,EQ,INE524B01027,,,,,1,0.05,,,1,1,GANDHITUBE-EQ,1
NSE,14339,GANESHHOU,NSE-GANESHHOU,Ganesh Housing,EQ,CASH,EQ,INE460C01014,,,,,1,0.05,,,1,1,GANESHHOU-EQ,1
NSE,25512,FLEXITUFF,NSE-FLEXITUFF,Flexituff Ventures,EQ,CASH,EQ,INE060J01017,,,,,1,0.01,,,1,1,FLEXITUFF-EQ,0
NSE,6673,FOODSIN,NSE-FOODSIN,Foods and Inns,EQ,CASH,EQ,INE976E01023,,,,,1,0.01,,,1,1,FOODSIN-EQ,0
NSE,6944,GANECOS,NSE-GANECOS,Ganesha Ecosphere,EQ,CASH,EQ,INE845D01014,,,,,1,0.05,,,1,1,GANECOS-EQ,1
NSE,1085,GABRIEL,NSE-GABRIEL,Gabriel India,EQ,CASH,EQ,INE524A01029,,,,,1,0.1,,,1,1,GABRIEL-EQ,1
NSE,6836,FOCUS,NSE-FOCUS,Focus Lighting,EQ,CASH,EQ,INE593W01028,,,,,1,0.01,,,1,1,FOCUS-EQ,0
NSE,11905,GENUSPOWER,NSE-GENUSPOWER,Genus Power Infra,EQ,CASH,EQ,INE955D01029,,,,,1,0.05,,,1,1,GENUSPOWER-EQ,1
NSE,14592,FORTIS,NSE-FORTIS,Fortis Healthcare,EQ,CASH,EQ,INE061F01013,,,,,1,0.05,,,1,1,FORTIS-EQ,1
NSE,14304,FSL,NSE-FSL,Firstsource Solution,EQ,CASH,EQ,INE684F01012,,,,,1,0.05,,,1,1,FSL-EQ,1
NSE,3744,FINEORG,NSE-FINEORG,Fine Organic Inds.,EQ,CASH,EQ,INE686Y01026,,,,,1,0.1,,,1,1,FINEORG-EQ,1
NSE,11932,FUSION,NSE-FUSION,Fusion Finance,EQ,CASH,EQ,INE139R01012,,,,,1,0.01,,,1,1,FUSION-EQ,1
NSE,757658,FISCHER,NSE-FISCHER,Fischer Medical,EQ,CASH,EQ,INE771F01041,,,,,1,0.01,,,1,1,FISCHER-EQ,0
NSE,17922,GEEKAYWIRE,NSE-GEEKAYWIRE,Geekay Wires,EQ,CASH,EQ,INE669X01032,,,,,1,0.01,,,1,1,GEEKAYWIRE-EQ,0
NSE,6579,FINOPB,NSE-FINOPB,Fino Payments Bk,EQ,CASH,EQ,INE02NC01014,,,,,1,0.01,,,1,1,FINOPB-EQ,1
NSE,1038,FINCABLES,NSE-FINCABLES,Finolex Cables,EQ,CASH,EQ,INE235A01022,,,,,1,0.1,,,1,1,FINCABLES-EQ,1
NSE,6198,FCL,NSE-FCL,Fineotex Chemical,EQ,CASH,EQ,INE045J01034,,,,,1,0.01,,,1,1,FCL-EQ,1
NSE,8828,GAEL,NSE-GAEL,Gujarat Ambuja Exp,EQ,CASH,EQ,INE036B01030,,,,,1,0.01,,,1,1,GAEL-EQ,1
NSE,13750,FLUOROCHEM,NSE-FLUOROCHEM,Gujarat Fluorochem,EQ,CASH,EQ,INE09N301011,,,,,1,0.1,,,1,1,FLUOROCHEM-EQ,1
NSE,759012,GANESHCP,NSE-GANESHCP,Ganesh Consumer Prod,EQ,CASH,EQ,INE652V01016,,,,,1,0.01,,,1,1,GANESHCP-EQ,1
NSE,760961,FRACTAL,NSE-FRACTAL,Fractal Analytics,EQ,CASH,EQ,INE212S01015,,,,,1,0.1,,,1,1,FRACTAL-EQ,1
NSE,20322,FEDFINA,NSE-FEDFINA,Fedbank Financial,EQ,CASH,EQ,INE007N01010,,,,,1,0.01,,,1,1,FEDFINA-EQ,1
NSE,8159,FIBERWEB,NSE-FIBERWEB,Fiberweb,EQ,CASH,EQ,INE296C01020,,,,,1,0.01,,,1,1,FIBERWEB-EQ,0
NSE,13337,GALLANTT,NSE-GALLANTT,Gallantt Ispat,EQ,CASH,EQ,INE297H01019,,,,,1,0.05,,,1,1,GALLANTT-EQ,0
NSE,13710,FIEMIND,NSE-FIEMIND,Fiem Inds,EQ,CASH,EQ,INE737H01014,,,,,1,0.1,,,1,1,FIEMIND-EQ,1
NSE,4898,FDC,NSE-FDC,FDC,EQ,CASH,EQ,INE258B01022,,,,,1,0.05,,,1,1,FDC-EQ,1
NSE,762680,FERMENTA,NSE-FERMENTA,Fermenta Biotech,EQ,CASH,EQ,INE225B01021,,,,,1,0.05,,,1,1,FERMENTA-EQ,0
NSE,17888,GATECH,NSE-GATECH,GACM Technologies,EQ,CASH,EQ,INE224E01028,,,,,1,0.01,,,1,1,GATECH-EQ,0
NSE,20372,FLAIR,NSE-FLAIR,Flair Writing Indu.,EQ,CASH,EQ,INE00Y201027,,,,,1,0.05,,,1,1,FLAIR-EQ,1
NSE,17,GATECHDVR,NSE-GATECHDVR,SCAPDVR,EQ,CASH,EQ,INE224E01036,,,,,1,0.01,,,1,1,GATECHDVR-EQ,0
NSE,2188,GENCON,NSE-GENCON,Generic Engg,EQ,CASH,EQ,INE854S01022,,,,,1,0.01,,,1,1,GENCON-EQ,0
NSE,13658,GEECEE,NSE-GEECEE,GeeCee Vntrs,EQ,CASH,EQ,INE916G01016,,,,,1,0.05,,,1,1,GEECEE-EQ,0
NSE,20303,GANDHAR,NSE-GANDHAR,Gandhar Oil Refinery,EQ,CASH,EQ,INE717W01049,,,,,1,0.01,,,1,1,GANDHAR-EQ,1
NSE,1315,GALAXYSURF,NSE-GALAXYSURF,Galaxy Surfactants,EQ,CASH,EQ,INE600K01018,,,,,1,0.1,,,1,1,GALAXYSURF-EQ,1
NSE,25134,GALAPREC,NSE-GALAPREC,Gala Precision Engi.,EQ,CASH,EQ,INE0RE001014,,,,,1,0.05,,,1,1,GALAPREC-EQ,1
NSE,21399,GANGESSECU,NSE-GANGESSECU,Ganges Securities,EQ,CASH,EQ,INE335W01016,,,,,1,0.01,,,1,1,GANGESSECU-EQ,0
NSE,24532,FILATEX,NSE-FILATEX,Filatex India,EQ,CASH,EQ,INE816B01035,,,,,1,0.01,,,1,1,FILATEX-EQ,1
NSE,3693,GAYAHWS,NSE-GAYAHWS,Gayatri Highways,EQ,CASH,EQ,INE287Z01012,,,,,1,0.01,,,1,1,GAYAHWS-EQ,0
NSE,1073,FOSECOIND,NSE-FOSECOIND,Foseco India,EQ,CASH,EQ,INE519A01011,,,,,1,0.1,,,1,1,FOSECOIND-EQ,1
NSE,758986,GCSL,NSE-GCSL,Gretex Corporate,EQ,CASH,EQ,INE199P01028,,,,,1,0.05,,,1,1,GCSL-EQ,1
NSE,25800,GARUDA,NSE-GARUDA,Garuda Const. & Eng.,EQ,CASH,EQ,INE0JVO01026,,,,,1,0.01,,,1,1,GARUDA-EQ,1
NSE,6600,GENUSPAPER,NSE-GENUSPAPER,Genus Paper & Boards,EQ,CASH,EQ,INE949P01018,,,,,1,0.01,,,1,1,GENUSPAPER-EQ,0
NSE,1023,FEDERALBNK,NSE-FEDERALBNK,The Federal Bank,EQ,CASH,EQ,INE171A01029,,,,,1,0.05,,,1,1,FEDERALBNK-EQ,1
NSE,759239,FINKURVE,NSE-FINKURVE,Finkurve Financial,EQ,CASH,EQ,INE734I01027,,,,,1,0.01,,,1,1,FINKURVE-EQ,0
NSE,12032,FIVESTAR,NSE-FIVESTAR,Five Star Business,EQ,CASH,EQ,INE128S01021,,,,,1,0.05,,,1,1,FIVESTAR-EQ,1
NSE,1041,FINPIPE,NSE-FINPIPE,Finolex Industries,EQ,CASH,EQ,INE183A01024,,,,,1,0.01,,,1,1,FINPIPE-EQ,1
NSE,1190,FMGOETZE,NSE-FMGOETZE,Federal-Mogul Goetze,EQ,CASH,EQ,INE529A01010,,,,,1,0.05,,,1,1,FMGOETZE-EQ,1
NSE,24814,FIRSTCRY,NSE-FIRSTCRY,Brainbees Solutions,EQ,CASH,EQ,INE02RE01045,,,,,1,0.01,,,1,1,FIRSTCRY-EQ,1
NSE,5614,GANESHBE,NSE-GANESHBE,Ganesh Benzoplast,EQ,CASH,EQ,INE388A01029,,,,,1,0.01,,,1,1,GANESHBE-EQ,1
NSE,11573,FORCEMOT,NSE-FORCEMOT,Force Motors,EQ,CASH,EQ,INE451A01017,,,,,1,1.0,,,1,1,FORCEMOT-EQ,1
NSE,4957,GANGAFORGE,NSE-GANGAFORGE,Ganga Forging,EQ,CASH,EQ,INE691Z01023,,,,,1,0.01,,,1,1,GANGAFORGE-EQ,0
NSE,762675,FEDDERSHOL,NSE-FEDDERSHOL,Fedders Holding,EQ,CASH,EQ,INE417D01020,,,,,1,0.01,,,1,1,FEDDERSHOL-EQ,1
NSE,16696,GHCLTEXTIL,NSE-GHCLTEXTIL,GHCL Textiles,EQ,CASH,EQ,INE0PA801013,,,,,1,0.01,,,1,1,GHCLTEXTIL-EQ,1
NSE,17357,GKWLIMITED,NSE-GKWLIMITED,GKW,EQ,CASH,EQ,INE528A01020,,,,,1,0.1,,,1,1,GKWLIMITED-EQ,0
