exchange,exchange_token,trading_symbol,groww_symbol,company_name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,23175,KRYSTAL,NSE-KRYSTAL,Krystal Integrated Services Ltd,EQ,CASH,EQ,INE0QN801017,,,,,1,0.05,,,1,1,KRYSTAL-EQ,1
NSE,13359,KFINTECH,NSE-KFINTECH,KFin Technologies,EQ,CASH,EQ,INE138Y01010,,,,,1,0.05,,,1,1,KFINTECH-EQ,1
NSE,1949,KSB,NSE-KSB,KSB,EQ,CASH,EQ,INE999A01023,,,,,1,0.05,,,1,1,KSB-EQ,1
NSE,9641,KHANDSE,NSE-KHANDSE,Khandwala Securities,EQ,CASH,EQ,INE060B01014,,,,,1,0.01,,,1,1,KHANDSE-EQ,0
NSE,13310,KEI,NSE-KEI,KEI Industries,EQ,CASH,EQ,INE878B01027,,,,,1,0.5,,,1,1,KEI-EQ,1
NSE,756782,KRISHIVAL,NSE-KRISHIVAL,Krishival Foods,EQ,CASH,EQ,INE0GGO01015,,,,,1,0.05,,,1,1,KRISHIVAL-EQ,0
NSE,19937,KILITCH,NSE-KILITCH,Kilitch Drugs,EQ,CASH,EQ,INE729D01010,,,,,1,0.01,,,1,1,KILITCH-EQ,1
NSE,15244,KAVDEFENCE,NSE-KAVDEFENCE,Kavveri Def. Wireles,EQ,CASH,EQ,INE641C01019,,,,,1,0.01,,,1,1,KAVDEFENCE-EQ,0
NSE,14912,KPRMILL,NSE-KPRMILL,K.P.R. Mill,EQ,CASH,EQ,INE930H01031,,,,,1,0.05,,,1,1,KPRMILL-EQ,1
NSE,28899,KITEX,NSE-KITEX,Kitex Garments,EQ,CASH,EQ,INE602G01020,,,,,1,0.01,,,1,1,KITEX-EQ,1
NSE,4847,KIMS,NSE-KIMS,KIMS,EQ,CASH,EQ,INE967H01025,,,,,1,0.05,,,1,1,KIMS-EQ,1
NSE,4157,KEYFINSERV,NSE-KEYFINSERV,Keynote Financial,EQ,CASH,EQ,INE681C01015,,,,,1,0.05,,,1,1,KEYFINSERV-EQ,0
NSE,16807,LOTUSEYE,NSE-LOTUSEYE,Lotus Eye Hosp,EQ,CASH,EQ,INE947I01017,,,,,1,0.01,,,1,1,LOTUSEYE-EQ,0
NSE,17801,LLOYDSENGG,NSE-LLOYDSENGG,Lloyds Engr Works,EQ,CASH,EQ,INE093R01011,,,,,1,0.01,,,1,1,LLOYDSENGG-EQ,1
NSE,11596,LINCOLN,NSE-LINCOLN,Lincoln Pharma,EQ,CASH,EQ,INE405C01035,,,,,1,0.05,,,1,1,LINCOLN-EQ,1
NSE,16863,LPDC,NSE-LPDC,LPDCL,EQ,CASH,EQ,INE197J01017,,,,,1,0.01,,,1,1,LPDC-EQ,0
NSE,6568,LAXMICOT,NSE-LAXMICOT,Laxmi Cotspin,EQ,CASH,EQ,INE801V01019,,,,,1,0.01,,,1,1,LAXMICOT-EQ,0
NSE,11654,LALPATHLAB,NSE-LALPATHLAB,Dr Lal PathLabs,EQ,CASH,EQ,INE600L01024,,,,,1,0.1,,,1,1,LALPATHLAB-EQ,1
NSE,6818,LATENTVIEW,NSE-LATENTVIEW,Latent View,EQ,CASH,EQ,INE0I7C01011,,,,,1,0.05,,,1,1,LATENTVIEW-EQ,1
NSE,25807,LLOYDSENT,NSE-LLOYDSENT,Lloyds enterprises limited,EQ,CASH,EQ,INE080I01025,,,,,1,0.01,,,1,1,LLOYDSENT-EQ,1
NSE,11301,LUXIND,NSE-LUXIND,Lux Industries,EQ,CASH,EQ,INE150G01020,,,,,1,0.1,,,1,1,LUXIND-EQ,0
NSE,13285,M&MFIN,NSE-M&MFIN,Mah & Mah Finl. Serv,EQ,CASH,EQ,INE774D01024,,,,,1,0.05,,,1,1,M&MFIN-EQ,1
NSE,1997,LICHSGFIN,NSE-LICHSGFIN,LIC Housing Finance,EQ,CASH,EQ,INE115A01026,,,,,1,0.05,,,1,1,LICHSGFIN-EQ,1
NSE,14423,LAOPALA,NSE-LAOPALA,La Opala Rg,EQ,CASH,EQ,INE059D01020,,,,,1,0.01,,,1,1,LAOPALA-EQ,1
NSE,6951,LINC,NSE-LINC,Linc,EQ,CASH,EQ,INE802B01027,,,,,1,0.01,,,1,1,LINC-EQ,0
NSE,11082,LIBAS,NSE-LIBAS,Libas Consumer Prods,EQ,CASH,EQ,INE908V01012,,,,,1,0.01,,,1,1,LIBAS-EQ,0
NSE,10440,LUPIN,NSE-LUPIN,Lupin,EQ,CASH,EQ,INE326A01037,,,,,1,0.1,,,1,1,LUPIN-EQ,1
NSE,8054,KTKBANK,NSE-KTKBANK,Karnataka Bank,EQ,CASH,EQ,INE614B01018,,,,,1,0.05,,,1,1,KTKBANK-EQ,1
NSE,29171,LAXMIDENTL,NSE-LAXMIDENTL,Laxmi Denta,EQ,CASH,EQ,INE0WO601020,,,,,1,0.01,,,1,1,LAXMIDENTL-EQ,1
NSE,13671,MADHUCON,NSE-MADHUCON,Madhucon Projects,EQ,CASH,EQ,INE378D01032,,,,,1,0.01,,,1,1,MADHUCON-EQ,0
NSE,18564,LTTS,NSE-LTTS,L&T Technology Serv.,EQ,CASH,EQ,INE010V01017,,,,,1,0.1,,,1,1,LTTS-EQ,1
NSE,11483,LT,NSE-LT,L&T,EQ,CASH,EQ,INE018A01030,,,,,1,0.1,,,1,1,LT-EQ,1
NSE,18232,LORDSCHLO,NSE-LORDSCHLO,Lords Chloro Alkali,EQ,CASH,EQ,INE846D01012,,,,,1,0.01,,,1,1,LORDSCHLO-EQ,0
NSE,6407,LAMBODHARA,NSE-LAMBODHARA,Lambodhara Textile,EQ,CASH,EQ,INE112F01022,,,,,1,0.01,,,1,1,LAMBODHARA-EQ,0
NSE,23027,LANCORHOL,NSE-LANCORHOL,Lancor Holdings,EQ,CASH,EQ,INE572G01025,,,,,1,0.01,,,1,1,LANCORHOL-EQ,0
NSE,759605,LENSKART,NSE-LENSKART,Lenskart Solutions,EQ,CASH,EQ,INE956O01016,,,,,1,0.05,,,1,1,LENSKART-EQ,1
NSE,19234,LAURUSLABS,NSE-LAURUSLABS,Laurus Labs,EQ,CASH,EQ,INE947Q01028,,,,,1,0.1,,,1,1,LAURUSLABS-EQ,1
NSE,13276,LANDMARK,NSE-LANDMARK,Landmark Cars,EQ,CASH,EQ,INE559R01029,,,,,1,0.05,,,1,1,LANDMARK-EQ,1
NSE,2841,LXCHEM,NSE-LXCHEM,Laxmi Organic Inds.,EQ,CASH,EQ,INE576O01020,,,,,1,0.01,,,1,1,LXCHEM-EQ,1
NSE,17313,LLOYDSME,NSE-LLOYDSME,Lloyds Metals,EQ,CASH,EQ,INE281B01032,,,,,1,0.1,,,1,1,LLOYDSME-EQ,1
NSE,24948,LTF,NSE-LTF,L&T Finance,EQ,CASH,EQ,INE498L01015,,,,,1,0.05,,,1,1,LTF-EQ,1
NSE,1627,LINDEINDIA,NSE-LINDEINDIA,Linde India,EQ,CASH,EQ,INE473A01011,,,,,1,0.5,,,1,1,LINDEINDIA-EQ,1
NSE,14014,LUMAXTECH,NSE-LUMAXTECH,Lumax Auto Tech,EQ,CASH,EQ,INE872H01027,,,,,1,0.1,,,1,1,LUMAXTECH-EQ,1
NSE,760213,LGEINDIA,NSE-LGEINDIA,LG Electronics India,EQ,CASH,EQ,INE324D01010,,,,,1,0.1,,,1,1,LGEINDIA-EQ,1
NSE,18321,LGBBROSLTD,NSE-LGBBROSLTD,LG Balakrishnan,EQ,CASH,EQ,INE337A01034,,,,,1,0.1,,,1,1,LGBBROSLTD-EQ,1
NSE,5865,LAGNAM,NSE-LAGNAM,Lagnam Spintex,EQ,CASH,EQ,INE548Z01017,,,,,1,0.01,,,1,1,LAGNAM-EQ,0
NSE,14459,LEXUS,NSE-LEXUS,Lexus Granito,EQ,CASH,EQ,INE500X01013,,,,,1,0.01,,,1,1,LEXUS-EQ,0
NSE,3220,LODHA,NSE-LODHA,Lodha Developers,EQ,CASH,EQ,INE670K01029,,,,,1,0.05,,,1,1,LODHA-EQ,1
NSE,2018,LUMAXIND,NSE-LUMAXIND,Lumax Industries,EQ,CASH,EQ,INE162B01018,,,,,1,0.5,,,1,1,LUMAXIND-EQ,1
NSE,2031,M&M,NSE-M&M,Mahindra & Mahindra,EQ,CASH,EQ,INE101A01026,,,,,1,0.1,,,1,1,M&M-EQ,1
NSE,31468,LYPSAGEMS,NSE-LYPSAGEMS,Lypsa Gems,EQ,CASH,EQ,INE142K01011,,,,,1,0.01,,,1,1,LYPSAGEMS-EQ,0
NSE,22415,LOVABLE,NSE-LOVABLE,Lovable Lingerie,EQ,CASH,EQ,INE597L01014,,,,,1,0.01,,,1,1,LOVABLE-EQ,0
NSE,2606,LEMONTREE,NSE-LEMONTREE,Lemon Tree Hotels,EQ,CASH,EQ,INE970X01018,,,,,1,0.01,,,1,1,LEMONTREE-EQ,1
NSE,762762,LAHOTIOV,NSE-LAHOTIOV,Lahoti Overseas,EQ,CASH,EQ,INE515C01023,,,,,1,0.01,,,1,1,LAHOTIOV-EQ,0
NSE,14924,LAL,NSE-LAL,Lorenzini Apparels,EQ,CASH,EQ,INE740X01023,,,,,1,0.01,,,1,1,LAL-EQ,0
NSE,9480,LICI,NSE-LICI,LIC,EQ,CASH,EQ,INE0J1Y01017,,,,,1,0.05,,,1,1,LICI-EQ,1
NSE,15151,MADHAV,NSE-MADHAV,Madhav Marbles,EQ,CASH,EQ,INE925C01016,,,,,1,0.01,,,1,1,MADHAV-EQ,0
NSE,17376,LANDSMILL,NSE-LANDSMILL,Landsmill Green,EQ,CASH,EQ,INE688J01023,,,,,1,0.01,,,1,1,LANDSMILL-EQ,0
NSE,758145,LOTUSDEV,NSE-LOTUSDEV,Sri Lotus Developers,EQ,CASH,EQ,INE0V9Q01010,,,,,1,0.01,,,1,1,LOTUSDEV-EQ,0
NSE,760946,KWIL,NSE-KWIL,Kwality Wall's India,EQ,CASH,EQ,INE2KCE01013,,,,,1,0.01,,,1,1,KWIL-EQ,1
NSE,13870,KUANTUM,NSE-KUANTUM,Kuantum Papers,EQ,CASH,EQ,INE529I01021,,,,,1,0.01,,,1,1,KUANTUM-EQ,0
NSE,21713,LASA,NSE-LASA,Lasa Supergenerics,EQ,CASH,EQ,INE670X01014,,,,,1,0.01,,,1,1,LASA-EQ,0
NSE,17818,LTM,NSE-LTM,LTM,EQ,CASH,EQ,INE214T01019,,,,,1,0.1,,,1,1,LTM-EQ,1
NSE,760300,LEMERITE,NSE-LEMERITE,Le Merite Exports,EQ,CASH,EQ,INE0G1L01025,,,,,1,0.01,,,1,1,LEMERITE-EQ,0
NSE,1994,LIBERTSHOE,NSE-LIBERTSHOE,Liberty Shoes,EQ,CASH,EQ,INE557B01019,,,,,1,0.01,,,1,1,LIBERTSHOE-EQ,0
NSE,13816,LTFOODS,NSE-LTFOODS,LT Foods,EQ,CASH,EQ,INE818H01020,,,,,1,0.05,,,1,1,LTFOODS-EQ,1
NSE,15017,MAANALU,NSE-MAANALU,Maan Aluminium,EQ,CASH,EQ,INE215I01027,,,,,1,0.01,,,1,1,MAANALU-EQ,1
NSE,19876,LGHL,NSE-LGHL,Laxmi Goldorna,EQ,CASH,EQ,INE258Y01016,,,,,1,0.01,,,1,1,LGHL-EQ,0
NSE,762767,MADHAVIPL,NSE-MADHAVIPL,Madhav Infra Proj,EQ,CASH,EQ,INE631R01026,,,,,1,0.01,,,1,1,MADHAVIPL-EQ,0
NSE,2028,LYKALABS,NSE-LYKALABS,Lyka Labs,EQ,CASH,EQ,INE933A01014,,,,,1,0.01,,,1,1,LYKALABS-EQ,0
NSE,22347,MACPOWER,NSE-MACPOWER,Macpower CNC,EQ,CASH,EQ,INE155Z01011,,,,,1,0.05,,,1,1,MACPOWER-EQ,0
NSE,7902,LFIC,NSE-LFIC,Lakshmi Finance,EQ,CASH,EQ,INE850E01012,,,,,1,0.01,,,1,1,LFIC-EQ,0
NSE,1979,LMW,NSE-LMW,LMW,EQ,CASH,EQ,INE269B01029,,,,,1,1.0,,,1,1,LMW-EQ,1
NSE,28906,MAYURUNIQ,NSE-MAYURUNIQ,Mayur Uniquoters,EQ,CASH,EQ,INE040D01038,,,,,1,0.05,,,1,1,MAYURUNIQ-EQ,1
NSE,21726,MATRIMONY,NSE-MATRIMONY,Matrimony.Com,EQ,CASH,EQ,INE866R01028,,,,,1,0.05,,,1,1,MATRIMONY-EQ,0
NSE,25597,MANBA,NSE-MANBA,Manba Finance,EQ,CASH,EQ,INE939X01013,,,,,1,0.01,,,1,1,MANBA-EQ,0
NSE,10227,MANORAMA,NSE-MANORAMA,Manorama Inds,EQ,CASH,EQ,INE00VM01036,,,,,1,0.1,,,1,1,MANORAMA-EQ,1
NSE,7420,MANAKALUCO,NSE-MANAKALUCO,Manaksia Aluminium,EQ,CASH,EQ,INE859Q01017,,,,,1,0.01,,,1,1,MANAKALUCO-EQ,0
NSE,762777,MAJESAUT,NSE-MAJESAUT,Majestic Auto,EQ,CASH,EQ,INE201B01022,,,,,1,0.05,,,1,1,MAJESAUT-EQ,0
NSE,5239,MAHAPEXLTD,NSE-MAHAPEXLTD,Maha Rashtra Apex,EQ,CASH,EQ,INE843B01013,,,,,1,0.01,,,1,1,MAHAPEXLTD-EQ,0
NSE,17603,MAHEPC,NSE-MAHEPC,Mahindra EPC Irrig,EQ,CASH,EQ,INE215D01010,,,,,1,0.01,,,1,1,MAHEPC-EQ,0
NSE,4067,MARICO,NSE-MARICO,Marico,EQ,CASH,EQ,INE196A01026,,,,,1,0.05,,,1,1,MARICO-EQ,1
NSE,8153,MEGASTAR,NSE-MEGASTAR,Megastar Foods,EQ,CASH,EQ,INE00EM01016,,,,,1,0.05,,,1,1,MEGASTAR-EQ,0
NSE,24823,MANCREDIT,NSE-MANCREDIT,MCFL,EQ,CASH,EQ,INE545L01039,,,,,1,0.01,,,1,1,MANCREDIT-EQ,0
NSE,18659,MARATHON,NSE-MARATHON,Marathon Nextgen,EQ,CASH,EQ,INE182D01020,,,,,1,0.05,,,1,1,MARATHON-EQ,1
NSE,7413,MANAKCOAT,NSE-MANAKCOAT,Manaksia Coated,EQ,CASH,EQ,INE830Q01018,,,,,1,0.01,,,1,1,MANAKCOAT-EQ,1
NSE,2088,MAHSEAMLES,NSE-MAHSEAMLES,Maharashtra Seamless,EQ,CASH,EQ,INE271B01025,,,,,1,0.05,,,1,1,MAHSEAMLES-EQ,1
NSE,13572,MANUGRAPH,NSE-MANUGRAPH,Manugraph India,EQ,CASH,EQ,INE867A01022,,,,,1,0.01,,,1,1,MANUGRAPH-EQ,0
NSE,18029,MBLINFRA,NSE-MBLINFRA,MBL Infrastructures,EQ,CASH,EQ,INE912H01013,,,,,1,0.01,,,1,1,MBLINFRA-EQ,0
NSE,2085,MAHSCOOTER,NSE-MAHSCOOTER,Maharashtra Scooters,EQ,CASH,EQ,INE288A01013,,,,,1,1.0,,,1,1,MAHSCOOTER-EQ,1
NSE,11377,MAHABANK,NSE-MAHABANK,Bank of Maharashtra,EQ,CASH,EQ,INE457A01014,,,,,1,0.01,,,1,1,MAHABANK-EQ,1
NSE,21392,MAGADSUGAR,NSE-MAGADSUGAR,Magadh Sugar & Energ,EQ,CASH,EQ,INE347W01011,,,,,1,0.05,,,1,1,MAGADSUGAR-EQ,0
NSE,762772,MAFATIND,NSE-MAFATIND,Mafatlal Industries,EQ,CASH,EQ,INE270B01035,,,,,1,0.01,,,1,1,MAFATIND-EQ,0
NSE,19646,MAXESTATES,NSE-MAXESTATES,Max Estates,EQ,CASH,EQ,INE03EI01018,,,,,1,0.05,,,1,1,MAXESTATES-EQ,1
NSE,28687,MAMATA,NSE-MAMATA,Mamata Machinery,EQ,CASH,EQ,INE0TO701015,,,,,1,0.05,,,1,1,MAMATA-EQ,1
NSE,22360,MCL,NSE-MCL,M Tek Copper,EQ,CASH,EQ,INE813V01022,,,,,1,0.01,,,1,1,MCL-EQ,0
NSE,7254,MEDPLUS,NSE-MEDPLUS,Medplus Health Services,EQ,CASH,EQ,INE804L01022,,,,,1,0.05,,,1,1,MEDPLUS-EQ,1
NSE,22428,MAXIND,NSE-MAXIND,Max India,EQ,CASH,EQ,INE0CG601016,,,,,1,0.01,,,1,1,MAXIND-EQ,1
NSE,15199,MANAKSIA,NSE-MANAKSIA,Manaksia,EQ,CASH,EQ,INE015D01022,,,,,1,0.01,,,1,1,MANAKSIA-EQ,0
NSE,21705,MEDIASSIST,NSE-MEDIASSIST,Medi Assist Health,EQ,CASH,EQ,INE456Z01021,,,,,1,0.05,,,1,1,MEDIASSIST-EQ,1
NSE,9667,MEDICO,NSE-MEDICO,Medico Remedies,EQ,CASH,EQ,INE630Y01024,,,,,1,0.01,,,1,1,MEDICO-EQ,0
NSE,22377,MAXHEALTH,NSE-MAXHEALTH,Max Healthcare,EQ,CASH,EQ,INE027H01010,,,,,1,0.05,,,1,1,MAXHEALTH-EQ,1
NSE,7227,MAPMYINDIA,NSE-MAPMYINDIA,CE Info Systems,EQ,CASH,EQ,INE0BV301023,,,,,1,0.05,,,1,1,MAPMYINDIA-EQ,1
NSE,11956,MEDANTA,NSE-MEDANTA,Global Health,EQ,CASH,EQ,INE474Q01031,,,,,1,0.1,,,1,1,MEDANTA-EQ,1
NSE,27047,MASTERTR,NSE-MASTERTR,Master Trust,EQ,CASH,EQ,INE677D01037,,,,,1,0.01,,,1,1,MASTERTR-EQ,1
NSE,13352,MALUPAPER,NSE-MALUPAPER,Malu Paper Mills,EQ,CASH,EQ,INE383H01017,,,,,1,0.01,,,1,1,MALUPAPER-EQ,0
NSE,385,MAHLOG,NSE-MAHLOG,Mahindra Logistics,EQ,CASH,EQ,INE766P01016,,,,,1,0.05,,,1,1,MAHLOG-EQ,1
NSE,760204,MARKOLINES,NSE-MARKOLINES,Markolines Pave Tech,EQ,CASH,EQ,INE0FW001016,,,,,1,0.01,,,1,1,MARKOLINES-EQ,0
NSE,13753,MANOMAY,NSE-MANOMAY,Manomay Tex India,EQ,CASH,EQ,INE784W01015,,,,,1,0.01,,,1,1,MANOMAY-EQ,0
NSE,15380,MANKIND,NSE-MANKIND,Mankind Pharma,EQ,CASH,EQ,INE634S01028,,,,,1,0.1,,,1,1,MANKIND-EQ,1
NSE,11884,MANINDS,NSE-MANINDS,Man Industries,EQ,CASH,EQ,INE993A01026,,,,,1,0.05,,,1,1,MANINDS-EQ,1
NSE,18226,MANINFRA,NSE-MANINFRA,Man InfraConstruct,EQ,CASH,EQ,INE949H01023,,,,,1,0.01,,,1,1,MANINFRA-EQ,1
NSE,2106,MANGLMCEM,NSE-MANGLMCEM,Mangalam Cement,EQ,CASH,EQ,INE347A01017,,,,,1,0.05,,,1,1,MANGLMCEM-EQ,1
NSE,19061,MANAPPURAM,NSE-MANAPPURAM,Manappuram Finance,EQ,CASH,EQ,INE522D01027,,,,,1,0.05,,,1,1,MANAPPURAM-EQ,1
NSE,761386,MARSONS,NSE-MARSONS,Marsons,EQ,CASH,EQ,INE415B01044,,,,,1,0.01,,,1,1,MARSONS-EQ,1
NSE,760229,MEESHO,NSE-MEESHO,Meesho,EQ,CASH,EQ,INE0VDM01015,,,,,1,0.01,,,1,1,MEESHO-EQ,1
NSE,13796,MANALIPETC,NSE-MANALIPETC,Manali Petrochem,EQ,CASH,EQ,INE201A01024,,,,,1,0.01,,,1,1,MANALIPETC-EQ,1
NSE,10999,MARUTI,NSE-MARUTI,Maruti Suzuki,EQ,CASH,EQ,INE585B01010,,,,,1,1.0,,,1,1,MARUTI-EQ,1
NSE,29482,MCLOUD,NSE-MCLOUD,Magellanic Cloud,EQ,CASH,EQ,INE613C01026,,,,,1,0.01,,,1,1,MCLOUD-EQ,1
NSE,199,MASFIN,NSE-MASFIN,MAS Financial,EQ,CASH,EQ,INE348L01012,,,,,1,0.05,,,1,1,MASFIN-EQ,1
NSE,758150,MBEL,NSE-MBEL,M&B Engineering,EQ,CASH,EQ,INE08N601015,,,,,1,0.05,,,1,1,MBEL-EQ,1
NSE,18866,MAZDA,NSE-MAZDA,Mazda,EQ,CASH,EQ,INE885E01042,,,,,1,0.01,,,1,1,MAZDA-EQ,0
NSE,7965,MALLCOM,NSE-MALLCOM,Mallcom,EQ,CASH,EQ,INE389C01015,,,,,1,0.05,,,1,1,MALLCOM-EQ,0
NSE,8050,MAHLIFE,NSE-MAHLIFE,Mahindra Lifespace,EQ,CASH,EQ,INE813A01018,,,,,1,0.05,,,1,1,MAHLIFE-EQ,1
NSE,12686,MBAPL,NSE-MBAPL,MBAPL,EQ,CASH,EQ,INE900L01010,,,,,1,0.05,,,1,1,MBAPL-EQ,0
NSE,14957,MAGNUM,NSE-MAGNUM,Magnum Ventures,EQ,CASH,EQ,INE387I01016,,,,,1,0.01,,,1,1,MAGNUM-EQ,0
NSE,9576,MAHESHWARI,NSE-MAHESHWARI,Maheshwari Logistics,EQ,CASH,EQ,INE263W01010,,,,,1,0.01,,,1,1,MAHESHWARI-EQ,0
NSE,6278,MEDICAMEQ,NSE-MEDICAMEQ,Medicamen Biotech,EQ,CASH,EQ,INE646B01010,,,,,1,0.05,,,1,1,MEDICAMEQ-EQ,0
NSE,31181,MCX,NSE-MCX,MCX,EQ,CASH,EQ,INE745G01043,,,,,1,0.1,,,1,1,MCX-EQ,1
NSE,509,MAZDOCK,NSE-MAZDOCK,Mazagon Dock Ship,EQ,CASH,EQ,INE249Z01020,,,,,1,0.1,,,1,1,MAZDOCK-EQ,1
NSE,1328,MARINE,NSE-MARINE,Marine Electrials,EQ,CASH,EQ,INE01JE01028,,,,,1,0.05,,,1,1,MARINE-EQ,0
NSE,24538,MAITHANALL,NSE-MAITHANALL,Maithan Alloys,EQ,CASH,EQ,INE683C01011,,,,,1,0.1,,,1,1,MAITHANALL-EQ,1
NSE,4911,MADRASFERT,NSE-MADRASFERT,Madras Fertilizers,EQ,CASH,EQ,INE414A01015,,,,,1,0.01,,,1,1,MADRASFERT-EQ,0
NSE,10579,MARKSANS,NSE-MARKSANS,Marksans Pharma,EQ,CASH,EQ,INE750C01026,,,,,1,0.01,,,1,1,MARKSANS-EQ,1
NSE,762782,MCCHRLS-B,NSE-MCCHRLS-B,Mac Charles,EQ,CASH,EQ,INE435D01014,,,,,1,0.05,,,1,1,MCCHRLS-B-EQ,0
NSE,2124,MASTEK,NSE-MASTEK,Mastek,EQ,CASH,EQ,INE759A01021,,,,,1,0.1,,,1,1,MASTEK-EQ,1
NSE,8167,MANYAVAR,NSE-MANYAVAR,Vedant Fashions,EQ,CASH,EQ,INE825V01034,,,,,1,0.05,,,1,1,MANYAVAR-EQ,1
NSE,20830,MOIL,NSE-MOIL,MOIL,EQ,CASH,EQ,INE490G01020,,,,,1,0.05,,,1,1,MOIL-EQ,1
NSE,7679,MONARCH,NSE-MONARCH,Monarch Networth,EQ,CASH,EQ,INE903D01011,,,,,1,0.05,,,1,1,MONARCH-EQ,1
NSE,17534,MGL,NSE-MGL,Mahanagar Gas,EQ,CASH,EQ,INE002S01010,,,,,1,0.1,,,1,1,MGL-EQ,1
NSE,9581,METROPOLIS,NSE-METROPOLIS,Metropolis Health.,EQ,CASH,EQ,INE112L01020,,,,,1,0.05,,,1,1,METROPOLIS-EQ,1
NSE,16395,MMP,NSE-MMP,MMP Industries,EQ,CASH,EQ,INE511Y01018,,,,,1,0.05,,,1,1,MMP-EQ,0
NSE,6713,MOLDTKPAC,NSE-MOLDTKPAC,Mold-Tek Packaging,EQ,CASH,EQ,INE893J01029,,,,,1,0.05,,,1,1,MOLDTKPAC-EQ,1
NSE,29423,MOHITIND,NSE-MOHITIND,Mohit Industries,EQ,CASH,EQ,INE954E01012,,,,,1,0.01,,,1,1,MOHITIND-EQ,0
NSE,17957,MMTC,NSE-MMTC,MMTC,EQ,CASH,EQ,INE123F01029,,,,,1,0.01,,,1,1,MMTC-EQ,1
NSE,18049,MINDTECK,NSE-MINDTECK,Mindteck (India),EQ,CASH,EQ,INE110B01017,,,,,1,0.01,,,1,1,MINDTECK-EQ,1
NSE,17333,MHRIL,NSE-MHRIL,Mahindra Holi.&Resor,EQ,CASH,EQ,INE998I01010,,,,,1,0.01,,,1,1,MHRIL-EQ,1
NSE,762797,METROGLOBL,NSE-METROGLOBL,Metroglobal,EQ,CASH,EQ,INE085D01033,,,,,1,0.01,,,1,1,METROGLOBL-EQ,0
NSE,7169,MICEL,NSE-MICEL,MIC Electronics,EQ,CASH,EQ,INE287C01037,,,,,1,0.01,,,1,1,MICEL-EQ,0
NSE,759752,MODIS,NSE-MODIS,Modi's Navnirman,EQ,CASH,EQ,INE0L0L01012,,,,,1,0.05,,,1,1,MODIS-EQ,0
NSE,759381,MONEYBOXX,NSE-MONEYBOXX,Moneyboxx Finance,EQ,CASH,EQ,INE296Q01012,,,,,1,0.01,,,1,1,MONEYBOXX-EQ,0
NSE,6961,MENONBE,NSE-MENONBE,Menon Bearings,EQ,CASH,EQ,INE071D01033,,,,,1,0.01,,,1,1,MENONBE-EQ,1
NSE,5394,MOL,NSE-MOL,Meghmani,EQ,CASH,EQ,INE0CT101020,,,,,1,0.01,,,1,1,MOL-EQ,1
NSE,18562,MITTAL,NSE-MITTAL,Mittal Life Style,EQ,CASH,EQ,INE997Y01027,,,,,1,0.01,,,1,1,MITTAL-EQ,0
NSE,762792,MERCANTILE,NSE-MERCANTILE,Mercantile Ventures,EQ,CASH,EQ,INE689O01013,,,,,1,0.01,,,1,1,MERCANTILE-EQ,0
NSE,28046,MOBIKWIK,NSE-MOBIKWIK,One Mobikwik Systems,EQ,CASH,EQ,INE0HLU01028,,,,,1,0.01,,,1,1,MOBIKWIK-EQ,1
NSE,2229,MODIRUBBER,NSE-MODIRUBBER,Modi Rubber,EQ,CASH,EQ,INE832A01018,,,,,1,0.01,,,1,1,MODIRUBBER-EQ,0
NSE,3586,MOKSH,NSE-MOKSH,Moksh Ornaments,EQ,CASH,EQ,INE514Y01020,,,,,1,0.01,,,1,1,MOKSH-EQ,0
NSE,24937,MFML,NSE-MFML,Mahalaxmi Fabric,EQ,CASH,EQ,INE0US801024,,,,,1,0.01,,,1,1,MFML-EQ,0
NSE,7886,MHLXMIRU,NSE-MHLXMIRU,MRT,EQ,CASH,EQ,INE112D01035,,,,,1,0.01,,,1,1,MHLXMIRU-EQ,0
NSE,25897,MINDACORP,NSE-MINDACORP,Minda Corporation,EQ,CASH,EQ,INE842C01021,,,,,1,0.05,,,1,1,MINDACORP-EQ,1
NSE,759517,MIDWESTLTD,NSE-MIDWESTLTD,Midwest,EQ,CASH,EQ,INE0XAD01024,,,,,1,0.1,,,1,1,MIDWESTLTD-EQ,1
NSE,2142,MFSL,NSE-MFSL,Max Fin Services,EQ,CASH,EQ,INE180A01020,,,,,1,0.1,,,1,1,MFSL-EQ,1
NSE,17625,MOLDTECH,NSE-MOLDTECH,Mold-Tek Tech,EQ,CASH,EQ,INE835B01035,,,,,1,0.01,,,1,1,MOLDTECH-EQ,0
NSE,4394,MIRZAINT,NSE-MIRZAINT,Mirza International,EQ,CASH,EQ,INE771A01026,,,,,1,0.01,,,1,1,MIRZAINT-EQ,0
NSE,762787,MENNPIS,NSE-MENNPIS,Menon Pistons,EQ,CASH,EQ,INE650G01029,,,,,1,0.01,,,1,1,MENNPIS-EQ,0
NSE,2241,MODTHREAD,NSE-MODTHREAD,Modern Threads,EQ,CASH,EQ,INE794W01014,,,,,1,0.01,,,1,1,MODTHREAD-EQ,0
NSE,7242,METROBRAND,NSE-METROBRAND,Metro Brands,EQ,CASH,EQ,INE317I01021,,,,,1,0.1,,,1,1,METROBRAND-EQ,1
